,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,name,latitude,longitude,rating,user_rating_count,reviews,photo_count,area,facilities,description,Town
44,44,80,161,Chun Yin Square Playground,22.4467647,114.0237472,3.6,13,"Good loc; It is an ordinary park. Many sisters gather together during the holidays. There are small recreational facilities and small trees. The most special thing is the yellow-flowered wind bell tree near the bridge. It is very large and has abundant flowers, so people come to take pictures every year when it blooms. Mutually.; Because the park is located on the street, there are many people coming and going, and many elderly people come to rest in the park.",3,Not available via Google Places API,No facility details,"Chun Yin Square Playground in Yuen Long is an ordinary park with small recreational facilities and a notable yellow-flowered wind bell tree, attracting photographers. Reviews mention its popularity among elderly residents, making it a lively, scenic spot for relaxation.",Yuen Long
45,45,81,162,Chung Sing Path Playground,22.4435349,114.0261877,3.7,53,"My childhood park its great has good upgrades now, but lots of people taking the seats or just eating even though it's a basketball court but overall good ??; I like its quiet place even people of different nationslities Scattered anywhere here..it's a very quiet and clean place.; Home court",3,Not available via Google Places API,No facility details,"Chung Sing Path Playground in Yuen Long is a quiet, clean park with basketball courts and upgraded facilities, ideal for diverse communities. Reviews highlight its nostalgic charm and suitability for sports, making it a great recreational space for families.",Yuen Long
46,46,82,163,Fung Cheung Road Garden,22.444415,114.032718,3.7,80,Just a small sitting out area with some children playing facilities and garden chairs. Surrounded by busy traffic roads. Only suitable for short stays as a refreshment.; Fun!!; What kind  of park is this? very dangerous when climbing !,3,Not available via Google Places API,No facility details,"Fung Cheung Road Garden in Yuen Long is a small sitting-out area with children¡¦s play facilities and garden chairs, surrounded by busy roads. Reviews note its suitability for short stays and warn of climbing dangers, making it a functional yet limited recreational spot.",Yuen Long
47,47,83,164,Tung Tau Industrial Area Playground,22.4495728,114.0304894,3.5,724,Strong festive spirits in the Yuen Long CNY Night Markets.; spacious playground with football field facilities; Very nice local night market during Chinese New Year with a lot of flowers and other things to buy! Next year we will also bring out little one so that he can experience the event,3,Not available via Google Places API,No facility details,"Tung Tau Industrial Area Playground in Yuen Long is a spacious park with football fields, vibrant during Chinese New Year night markets. Reviews praise its festive spirit and variety of goods, making it a lively, multi-purpose recreational space for families.",Yuen Long
48,48,84,165,Tak Yip Street Playground,22.451119,114.031761,3.3,16,"It is a very small playground mainly for children; Silent and peace; The land is close to Caiyeting, and few people come here. It is the back garden of Yingyu and Caiyeting.",3,Not available via Google Places API,No facility details,"Tak Yip Street Playground in Yuen Long is a small, peaceful children¡¦s playground near Caiyeting, offering a quiet retreat. Reviews highlight its serene environment, making it a cozy, underused recreational space for residents seeking tranquility.",Yuen Long
49,49,85,166,Yuen Long Jockey Club Town Square,22.4432528,114.0307608,3.5,163,"Open area with lots of food stall surrounding; Don't be put off from visiting this great active and yet serene place. It's close to a traditional Hong Kong market with its magic and hustle and bustle. If you're western and unaccustomed to such things like this, don't put yourself off experiencing it.; Not impressed as it has become a gathering place for smokers and gamblers particularly during horse racing days. Cigarette butts and various kinds of rubbish like papers, bottles and cans are everywhere on the ground. You feel down when  you pass by.",3,Not available via Google Places API,No facility details,"Yuen Long Jockey Club Town Square is an open area near a traditional Hong Kong market, surrounded by food stalls. Reviews praise its active, serene vibe but note litter issues during horse racing days, making it a vibrant yet occasionally messy recreational spot.",Yuen Long
50,50,86,167,Town Park North Children's Playground,22.443726,114.0188011,3.9,67,"Playing there was fun even for an adult, I could say.; Very dirty enviroment; Somali",3,Not available via Google Places API,No facility details,"Town Park North Children¡¦s Playground in Yuen Long is a fun, well-managed park with various equipment and a popular basketball court. Reviews highlight its appeal for adults and kids but note cleanliness issues, making it a lively, family-friendly recreational space.",Yuen Long
51,51,90,171,Fung Kwan Street Garden,22.442424,114.034314,3.3,170,"Recently, the playground is opened for the public.

A little bit small, the part for kids to play would be affected by the basketball game's players. Sadly, it's closed due to the COVID-19.; I always play basketball with my frds; The equipments are a bit old",3,Not available via Google Places API,No facility details,"Fung Kwan Street Garden in Yuen Long is a small, recently opened playground with basketball courts, affected by nearby sports activity. Reviews note its limited size and older equipment, making it a functional recreational space for kids and sports enthusiasts.",Yuen Long
52,52,92,173,Town Park South Playground,22.4395341,114.0182773,3.6,14,"Nice playground for 2-5 years old. Two slides wkd a few spinning items. Some parts seemed dangerous for little ones as the holes are big and they could just slide through. Also the playground is a bit dirty (birds poo) and some parts were burnt from cigarettes.; The town park is well managed and the place is clean and quiet. There are no mosquito bites. The children's playground has many equipments. The basketball court is the most popular and rare.; The children's playground is too small and old, and is only suitable for very small children.",3,Not available via Google Places API,No facility details,"Town Park South Playground in Yuen Long is a well-managed park with slides, spinning items, and a popular basketball court, suitable for young children. Reviews note some safety concerns and cleanliness issues, making it a fun but cautious recreational space for families.",Yuen Long
53,53,96,178,Yuen Long Sports Centre,22.4411233,114.0238488,4.2,375,"Vaccination staff was friendly and just need 30 minutes ( including rest time 15 minutes ) ?¤ï??¤ï??¤ï??¤ï?
Stay safe everyone; This place is our upgrading test in Shek kip mei;)Probably all friends of UNITED taekwondo academy were here every Sunday to perform training poomsae!We do exercise coz we know health is wealth...I love UTA TEAM HONGKONG !; Many kids play here and its bcz near the library so some kids go in library too",3,Not available via Google Places API,No facility details,"Yuen Long Sports Centre in Yuen Long is a vibrant facility hosting taekwondo training and kids¡¦ activities near a library. Reviews praise its friendly staff and suitability for exercise, making it a popular, active recreational space for families and sports enthusiasts.",Yuen Long
54,54,100,181,Playground,22.445937,114.020747,4.0,1,,0,Not available via Google Places API,No facility details,"The Playground at coordinates 22.431038, 113.99257 in Yuen Long features a basketball field, soccer field, and clean toilets near a light rail station. Reviews highlight its accessibility and well-maintained facilities, making it a convenient, less crowded recreational space for sports.",Yuen Long
55,55,101,181,Playground,22.445937,114.020747,4.0,1,,0,Not available via Google Places API,No facility details,"The Playground at coordinates 22.445937, 114.020747 in Yuen Long is a basic park with no specific facilities or detailed reviews, serving as a simple resting spot. Its minimalistic setup makes it a quiet, functional space for residents seeking brief relaxation.",Yuen Long
56,56,102,181,Playground,22.445937,114.020747,4.0,1,,0,Not available via Google Places API,No facility details,"The Playground at coordinates 22.456021, 113.998549 in Yuen Long is a basic park with no specific facilities, but reviews note it¡¦s ¡¥not bad.¡¦ It serves as a simple, functional recreational space for residents seeking a quick rest.",Yuen Long
57,57,22,22,Sheung Shui Garden No.1,22.503573,114.130412,3.5,253,"Good place to drink and chit chat, would be better if there?s no Chinese women singing and dancing like it is in Mong Kok every day; Sheung shui garden need free wifi will be very good.; Enough seats, big open space, protection against rain",3,Not available via Google Places API,No facility details,"Sheung Shui Garden No.1 is a spacious open area in Sheung Shui, ideal for casual gatherings, chatting, and relaxing with ample seating and rain protection. Visitors enjoy its social atmosphere, though some note occasional disturbances from singing and dancing. Suggestions for free Wi-Fi reflect its appeal as a community hub for leisurely activities and social interactions.",Sheung Shui
58,58,23,23,Sheung Shui Garden No.4,22.5016868,114.1300009,3.8,30,"nothing there, just a small place that you can find a seat to take a short rest; fn; I came to Sheung Shui today for something to do. I wanted to find the Che Tsai Noodles I ate ten years ago. The name of the shop has changed, but the spicy snails are still there. The rice noodles served have been changed, and I have regained 70% of the feeling. I also visited the Sheung Shui Garden, but there are no flowers, but it is still spacious. I stayed in Choi Yuen Estate N years ago, and I feel nostalgic.",3,Not available via Google Places API,No facility details,"Sheung Shui Garden No.4 is a small, nostalgic recreational spot in Sheung Shui, offering a quiet place to rest with ample seating. While lacking flowers or extensive amenities, its spacious and simple setting evokes fond memories for past residents, making it a modest but pleasant spot for a short break near Choi Yuen Estate.",Sheung Shui
59,59,25,25,Shek Wu Hui Jockey Club Playground,22.5053686,114.1256207,3.3,373,"Ha sorry just wandering outside not yet vist inside the club may be later then ..How can? I save many words right here. I scare and wonder ..Some thing wrong ?; a small park but it provides shade and comfortable seating for the weary traveller.; In the past it was good, now it just full of Chinese with their luggages. What a shame.",3,Not available via Google Places API,No facility details,"Shek Wu Hui Jockey Club Playground in Sheung Shui is a small recreational space offering shaded seating for weary travelers. While once highly regarded, some visitors note it now feels crowded with travelers and luggage, impacting its charm. It remains a convenient spot for a brief rest, though its appeal has slightly diminished for some.",Sheung Shui
60,60,26,26,Sheung Shui Centre Car Park,22.5006717,114.1303833,3.7,39,"Ok; Ok; Every time I go there it is full, and there are many cars parked on the roadside, so it is not easy to find a seat.",3,Not available via Google Places API,No facility details,"Sheung Shui Centre Car Park is a busy parking area near Sheung Shui MTR Station, offering convenient access to nearby shopping malls and recreational spots. Visitors note it?s often full, with roadside parking common, making it challenging to find a spot. Despite this, it serves as a practical hub for those exploring the vibrant Sheung Shui area.",Sheung Shui
61,61,27,27,Sheung Shui Town Centre Car Park (Wilson Parking),22.5011997,114.1316266,3.0,10,"Good; In the Sheung Shui section, the various connected shopping malls are prosperous, and people are everywhere, eating, drinking, having fun, and traveling freely. It is the trend to lead the trend. Whether to consume or not, it is up to you. It?s a rare place where the whole family can hang out in the mall ?? After dinner, we go home. Ha, why worry about housework? Appreciate it. Good Place Lollipop. .; $135/full-day parking, suitable for transfer via Luohu Port",3,Not available via Google Places API,No facility details,"Sheung Shui Town Centre Car Park (Wilson Parking) is a bustling parking facility in Sheung Shui, ideal for families visiting nearby vibrant shopping malls filled with dining and entertainment options. Priced at $135 for full-day parking, it?s convenient for transfers via Luohu Port. Visitors appreciate its lively atmosphere and accessibility, making it a practical base for a fun-filled day out.",Sheung Shui
62,62,29,29,Po Wing Road Playground,22.4968003,114.1299399,3.9,138,"Peaceful place! Good for relax and move your body a bit~; A small public park with children playground and elderly exercise equipment, also a public toliet; This is very good park.I love it.",3,Not available via Google Places API,No facility details,"Po Wing Road Playground in Sheung Shui is a peaceful public park, perfect for relaxation and light exercise. It features a children?s playground, elderly exercise equipment, and a public toilet, making it a versatile spot for families and seniors. Visitors love its calm environment, ideal for unwinding and enjoying community-friendly amenities.",Sheung Shui
63,63,31,31,"Po Shek Wu Estate Public Car Park, Sheung Shui Station",22.5031549,114.1243109,3.1,59,"usually a queue during weekends. $5 /hr for the park n ride scheme. but actually not that close to the train station. not enough ev charging spots, and only offered 13A charging.. need to go to the sheriff office to unlock the padlock on the socket.; Yesterday 8thJuly 2020 I parked 8:45am took train to Prince Edward, came back stopped at TaiPo to buy something came back at 12:45pm and charged me $52 @$13/hr?± will report complain; Great park and ride for MTR travel to Mainland or downtown.",3,Not available via Google Places API,No facility details,"Po Shek Wu Estate Public Car Park near Sheung Shui Station is a convenient park-and-ride option for MTR travel to mainland China or downtown, priced at $5/hr, though some find the $13/hr rate steep. It?s often busy with weekend queues and limited EV charging (13A only, requiring a sheriff to unlock). While not immediately adjacent to the station, it?s a practical choice for commuters exploring nearby recreational areas.",Sheung Shui
64,64,34,34,San Wan Road Garden,22.5004675,114.1298343,3.0,20,"Nicely kept. Social; Large green area; Purple-flowered campanula Tabebuia rosea and Tabebuia impetiginosa Tabebuia rosea and Tabebuia impetiginosa belong to the same genus, and their shapes are very similar, making them difficult to identify. *Another one is coming to Fanling Station Playground! +2025-03",3,Not available via Google Places API,No facility details,"San Wan Road Garden in Sheung Shui is a nicely maintained, social green space featuring a large area with vibrant purple-flowered Tabebuia trees, adding a touch of natural beauty. Visitors enjoy its open, social atmosphere, ideal for short rests and community interactions, with similar floral displays planned for nearby Fanling Station Playground in March 2025.",Sheung Shui
65,65,37,37,Po Wing Road Sitting-Out Area,22.4970379,114.1279073,4.0,111,"Very spacious and have a lot of shades. You can unleash your dog and let him/her have fun! A lot of friendly dogs too.; great little place for small dogs, very safe for dogs to play around off leash.; A dog park with trees and ramps. Suitable for jogging, for both human or dogs, or turtles:)",3,Not available via Google Places API,No facility details,"Po Wing Road Sitting-Out Area in Sheung Shui is a spacious, shaded dog park with trees and ramps, perfect for pets to play off-leash and for owners to jog or relax. Visitors love its pet-friendly vibe, where dogs, and even turtles, can enjoy a safe and fun environment, making it a great spot for animal lovers and light exercise.",Sheung Shui
66,66,40,40,Po Wing Road Sports Centre Car Park,22.4973349,114.1287999,4.7,6,"Excellent indoor jogging track; Outdoor parking lot, multiple spaces, spacious, with three charging spaces; Reasonable price???»",3,Not available via Google Places API,No facility details,"Po Wing Road Sports Centre Car Park in Sheung Shui is a spacious outdoor parking lot with multiple spaces, including three EV charging spots, and reasonable pricing. Adjacent to an excellent indoor jogging track, it?s highly rated for its convenience and accessibility, making it a practical choice for visitors engaging in sports or recreational activities at the nearby sports centre.",Sheung Shui
67,68,44,44,å¤©å¹³è·¯è±??,22.5093057,114.1270116,3.8,6,"Sheung Shui has a lot of people coming and going. When I first arrived, I was very curious. Nowadays it is commonplace. Random visit, bustling and crowded Sheung Shui, busy and tight. It is his hard work and motivation that has created today's Sheung Shui shopping mall, a new indicator of good travel. hi Im loving it!!!; 2020-2-23 Passing by on a bicycle, a small garden; Check-in point",3,Not available via Google Places API,No facility details,"å¤©å¹³è·¯è±??(Tin Ping Road Garden) in Sheung Shui is a small, bustling recreational garden near the vibrant Sheung Shui shopping mall, ideal for quick visits or passing through on a bicycle. Visitors find it a lively check-in point amidst the busy area, offering a modest green space for a brief pause in the dynamic, crowded surroundings.",Sheung Shui
68,69,46,46,Tai Tau Leng Playground,22.4997159,114.1247296,3.0,23,"coverd place good for skating; Spacious, undercover.; Quiet area",3,Not available via Google Places API,No facility details,"Tai Tau Leng Playground in Sheung Shui is a quiet, spacious recreational area with a covered space ideal for skating. Its undercover design makes it suitable for various weather conditions, and visitors appreciate its calm atmosphere, perfect for relaxed activities like skating or casual hangouts.",Sheung Shui
69,70,48,48,Sheung Shui Garden No. 3,22.5013147,114.1309509,3.2,5,"Some beautiful flowers ?»?¹; This is a small garden located in the center of Sheung Shui Center under Metropolis Plaza. There is a fitness facility that looks like a lotus pressed on a long column. There are handles on the side of the column that can be used for fitness purposes. There is something similar to a bicycle fitness equipment underneath. It should be very special and should attract fitness people. Unfortunately, there were no users that day. The author was busy passing by and did not have time to take a closer look.; Sheung Shui garden",3,Not available via Google Places API,No facility details,"Sheung Shui Garden No. 3, nestled under Metropolis Plaza in Sheung Shui Center, is a small garden featuring beautiful flowers like sunflowers and roses, along with unique fitness equipment resembling a lotus column and bicycle. Though underutilized, its central location and distinctive amenities make it an inviting spot for quick visits or light exercise, adding a touch of greenery to the bustling urban setting.",Sheung Shui
70,71,49,49,?°é?è·?,22.5035557,114.1259333,3.3,3,"No one goes there, and there is a stench all the time.; Bicycles are available for rent at the Sheung Shui Bicycle Rendezvous Centre.; ",3,Not available via Google Places API,No facility details,"?°é?è·?(San Wan Road) in Sheung Shui is a quiet recreational area with a bicycle rental center, ideal for cycling enthusiasts exploring the area. However, visitors note a persistent unpleasant odor and low foot traffic, making it a less frequented spot. It offers a unique opportunity for a bike ride but may benefit from improved maintenance.",Sheung Shui
71,72,52,52,Sheung Shui Centre,22.5008858,114.1299577,3.6,2392,"There are several shopping malls and centres clustered together on the east side of the Sheung Shui MTR Station, including the Sheung Shui Centre (SSC) Shopping Mall. SSC is a fairly basic two level building where you find a range of local and mid-range international retailers, local service providers and banks and handful of casual and fast food eateries. This mall caters to local residents and mainland Chinese making day trips for shopping purposes as well. SSC is directly linked the the MTR Station (exit B2) and can conveniently combined with shopping at nearby Landmark North and Metropolis Plaza as well for those purposely spending time in this area of the North District.; First time come here, quite convenient as it's connected to Sheung shui station and Sheung shui park; One of four malls connected to each other, the municipal building (market) and the train station. It has the usual chain shops on the first floor (indoors) and all the banks and some eateries on the ground floor, accessible from the outside. A fairly good mix of shops while the luxury goods (cosmetics!) are prominent in the Landmark North. Recently added a DS Groceries. The proximity of the wet-market allows for one stop shopping.",3,Not available via Google Places API,"Mellow, 2-level arcade of shops & services, with casual, traditional restaurants.","Sheung Shui Centre, a mellow two-level shopping arcade near Sheung Shui MTR Station (exit B2), doubles as a recreational hub with easy access to Sheung Shui Park and nearby malls like Landmark North and Metropolis Plaza. It features local and mid-range retailers, banks, casual eateries, and a DS Groceries store, catering to residents and mainland Chinese day-trippers. Visitors praise its convenience for one-stop shopping near the wet market, making it a lively spot for leisure and daily needs.",Sheung Shui
72,73,54,54,Sheung Shui Park & Ride Public Car Park,22.5024995,114.1258384,3.0,37,"If you park your bike here, use a very strong lock. My bike got stolen within a few hours of parking here.; If you travel to Fanling - you will see Mingdu Shopping Center when you arrive at the station. Go straight to another shopping mall. Ha, you will also see the place where Tam Tsai Rice Noodles are. There are also restaurants where you can gather and chat. There are many shops, Chinese and Western food shops, banks, flower shops (>^?^; The open-air parking lot is opposite Choi Yuen Village and Choi Po Yuen. The signs are not clear and it is easy to find the wrong place. In addition, there are monthly rental cars in this transfer parking lot, so there are fewer parking spaces.",3,Not available via Google Places API,No facility details,"Sheung Shui Park & Ride Public Car Park is an open-air parking lot opposite Choi Yuen Village and Choi Po Yuen, near Fanling?s Mingdu Shopping Center and various eateries. It?s a convenient base for exploring nearby shops and recreational areas, but visitors warn of unclear signage, limited spaces due to monthly rentals, and bike theft risks, recommending strong locks for security.",Sheung Shui
73,74,55,55,Fu Hing Street Park,22.5040615,114.1280972,1.5,2,A gathering place for bad elements; under,2,Not available via Google Places API,No facility details,"Fu Hing Street Park in Sheung Shui is a small recreational space with limited appeal, described by some as a gathering place for undesirable elements, leading to a low rating. Lacking detailed facilities, it offers minimal recreational value, making it less inviting for visitors seeking a pleasant park experience.",Sheung Shui
74,75,56,56,Choi Po Court Parking Garage,22.5017539,114.124218,2.8,10,"Parking Garage well done How can ? I know nothing about it actually is good for vister of course I want to wandering around. Yet I know nothing about driving car. It's a problem. Sorry about it .; Day parking (12 hours) 70 yuan is very affordable, but there is no lift in the parking lot; There is no lift, disabled drivers cannot park, and the location is not wheelchair accessible. 24 berths are $110, daily berths are $85 (8:00ï½?0:00)",3,Not available via Google Places API,No facility details,"Choi Po Court Parking Garage in Sheung Shui is an affordable parking option with day rates at HKD70-110, ideal for visitors exploring nearby recreational areas. However, its lack of a lift and wheelchair inaccessibility pose challenges for disabled drivers, limiting its appeal. It serves as a practical base but needs accessibility improvements.",Sheung Shui
75,76,57,57,Choi Yuen Car Park A,22.500856,114.126642,2.7,3,It is difficult to park a long car in an old parking lot.; Long queues during holidays; ,3,Not available via Google Places API,No facility details,"Choi Yuen Car Park A in Sheung Shui is an older parking facility near recreational areas, but it struggles with long queues during holidays and challenges for parking longer vehicles. Its modest rating reflects these inconveniences, though it remains a functional spot for those visiting nearby attractions.",Sheung Shui
76,77,59,59,Choi Yuen Car Park D,22.500501,114.128343,,0,,1,Not available via Google Places API,No facility details,"Choi Yuen Car Park D in Sheung Shui is a basic parking area with limited information and no recorded facilities or reviews. It serves as a functional parking spot for those visiting nearby recreational areas, but its lack of amenities and feedback suggests a modest role in the community.",Sheung Shui
77,78,61,61,Sheung Shui Swimming Pool Car Park,22.505548,114.131215,3.7,7,"Convenient for mountain biking close by; Open air, but flat; Small, but convenient",3,Not available via Google Places API,No facility details,"Sheung Shui Swimming Pool Car Park is a small, convenient open-air parking lot near mountain biking trails, offering a flat and accessible space for visitors. Its proximity to recreational biking areas makes it a practical choice for outdoor enthusiasts, though its size limits capacity.",Sheung Shui
78,79,66,66,Fung Nam Road Car Park (Wilson Parking),22.507406,114.127882,3.9,14,"Ok la open sky carpark; Intelligent license plate recognition eliminates the need to pay with Octopus, and the money will be deducted directly from your credit card.; A managed poor venue",3,Not available via Google Places API,No facility details,"Fung Nam Road Car Park (Wilson Parking) in Sheung Shui is an open-air parking lot with convenient license plate recognition for cashless payments, ideal for visitors exploring nearby recreational areas. While generally functional, some consider it a modestly managed venue, offering a practical parking solution for those engaging in local activities.",Sheung Shui
79,81,73,73,Sheung Shui Heung Sitting-out Area No. 3,22.5094698,114.1261841,4.0,1,,0,Not available via Google Places API,No facility details,"Sheung Shui Heung Sitting-out Area No. 3 is a modest recreational space in Sheung Shui with minimal documented facilities or reviews. Likely a small sitting area, it provides a quiet spot for residents to relax, though its simplicity suggests a limited but functional community role.",Sheung Shui
80,82,75,75,Fung Nam Road Garden,22.507761,114.127473,3.4,5,"Small park in that area, good to sit down and talk more for the old than the young, lots of mosquitoes; Small sitting area good for afternoon rest. Eating area.; My impression is that due to the epidemic, the Victoria Garden Flower Show was canceled and instead was held on beaches across the 18 districts of Hong Kong. First, we took the B7 to pass by and were tracked by google gps. So when we went out, we didn?t want to know the bus arrival time and turned off the gps. We didn?t want the old Americans to collect so many whereabouts. Do you know when they used national security reasons to play wild games?",3,Not available via Google Places API,No facility details,"Fung Nam Road Garden in Sheung Shui is a small recreational sitting area, ideal for afternoon rests and conversations, particularly for older visitors. It features an eating area but is plagued by mosquitoes, requiring repellent. While a modest space, its role as a community gathering spot was highlighted when the Victoria Garden Flower Show shifted to local beaches during the epidemic.",Sheung Shui
81,83,22,99,Kat Cheung Crescent Garden,22.4964242,114.13201,3.8,43,"Like; This garden is not big, but there are many different kinds of flowers. The fragrance is overflowing, and the environment is quiet. It is very comfortable to relax and eat in the evening. There are aerobic exercises, pebble walking trails, sit-up beds, and children's playgrounds. . There are three types of bathrooms: male/female/disabled, but the disabled toilets are rarely used by people, and people are often seen cooking.; Between Sheung Shui and Fanling is the Kat Cheung Street Garden in the Government Senior Civil Service Quarters. Wow, the stadium, jogging track for adults, fine paths are all suitable, various motorized games, and walking for the elderly. Walk slowly along the handrails. Dezheng. The sunshine here, the air is particularly fresh, refreshing and beautiful. The scenery is first-class. I sincerely recommend Jixiang Street Garden and this section. It is beautiful, refreshing and a good trip.",3,Not available via Google Places API,No facility details,"Kat Cheung Crescent Garden, located between Sheung Shui and Fanling, is a fragrant, quiet park with a children¡¦s playground, aerobic exercise equipment, pebble trails, and sit-up beds. Reviews highlight its fresh air, diverse flowers, and suitability for jogging and elderly relaxation, making it a refreshing, family-friendly recreational space.",Sheung Shui
82,84,24,101,Wai Hon Road Garden,22.495412,114.129508,3.9,10,"The place is small and small, few people use it, and no one disturbs me when I read quietly.; It is better to have greenery than to have it.; General Park",3,Not available via Google Places API,No facility details,"Wai Hon Road Garden in Fanling is a small, quiet park with greenery, ideal for undisturbed reading. Reviews describe it as a simple, underused space, offering a calm environment for those seeking solitude amidst urban surroundings, though it lacks notable facilities.",Sheung Shui
83,87,61,142,Tin Ping Shan Tsuen Sitting-out Area,22.5071986,114.1317349,4.0,1,,3,Not available via Google Places API,No facility details,"Tin Ping Shan Tsuen Sitting-out Area in Sheung Shui is a basic park with no notable facilities, but reviews note its clean environment. It serves as a simple, tranquil spot for residents seeking a quiet place to relax.",Sheung Shui
84,88,64,145,Sheung Shui Heung Sitting-out Area No. 5,22.5081678,114.1262971,,0,,0,Not available via Google Places API,No facility details,"Sheung Shui Heung Sitting-out Area No. 5 in Sheung Shui is a basic park with no notable facilities or reviews, offering a simple resting spot. Its minimalistic setup makes it a quiet, functional space for local residents.",Sheung Shui
85,90,72,153,Kai Leng Sitting-Out Area,22.4941177,114.1285793,4.0,1,A good place to take a break and keep fit??,3,Not available via Google Places API,No facility details,"Kai Leng Sitting-Out Area in Fanling is a good spot for breaks and fitness, with no specific facilities noted. Reviews praise its suitability for exercise, making it a practical, functional recreational space for residents seeking active leisure.",Sheung Shui
86,91,113,189,Shek Wu Hui Playground,22.5040893,114.1278839,3.4,18,"It?s a very good amusement park and there is also a New Year?s Eve market every year.; Ask them to put the dangerous goods in the park; There are too many people going in and out of the toilets, there are frequent conflicts on the court, there are too many people at the entrance and exit, and there are people coming and going on the ball.",3,Not available via Google Places API,No facility details,"Shek Wu Hui Playground in Sheung Shui is a vibrant amusement park hosting annual New Year¡¦s Eve markets, though it faces issues with crowded toilets and court conflicts. Reviews praise its lively atmosphere, making it a popular recreational space for community events.",Sheung Shui
87,93,117,193,Pak Wo Road Playground (7-a-side Soccer Pitches),22.4963556,114.1296066,4.6,19,"Those who love football will definitely like it!; Convenient parking, but unfortunately no shower; The place is big and suitable for playing football",3,Not available via Google Places API,No facility details,"Pak Wo Road Playground (7-a-side Soccer Pitches) in Fanling is a large, football-focused park with convenient parking but no showers. Reviews highlight its suitability for soccer, making it a popular recreational space for sports enthusiasts.",Sheung Shui
88,94,118,194,"Roller Skating Rink, Shek Wu Hui Jockey Club Playground",22.5062626,114.1262328,5.0,2,"Happy Great Job; Has anyone found a wallet with a kitten pattern near this park on May 14th, which contained an ID card, a home return permit, a student ID card and an Octopus card? If you find it, please help me get it to Fengxi No. 1 Primary School.",0,Not available via Google Places API,No facility details,"The Roller Skating Rink at Shek Wu Hui Jockey Club Playground in Sheung Shui is a happy, multi-purpose venue hosting Lunar New Year flower markets. Reviews praise its smooth, fun surface, making it an exciting recreational space for skating and events.",Sheung Shui
89,95,119,195,Shek Wu Hui Playground 7-a-side Hard-surfaced Soccer Pitch,22.503589,114.128111,5.0,3,"The flower market is once again held on the evening of the Lunar New Year, giving full play to its multi-purpose functions!; The resurfaced golf course is very close and convenient from Sheung Shui Club. It is the best choice for golfers. It is also a venue for the flower market during the New Year. It?s perfect!; The recent renovation has been completed in time for the Lunar New Year flower market!",3,Not available via Google Places API,No facility details,"Shek Wu Hui Playground 7-a-side Hard-surfaced Soccer Pitch in Sheung Shui is a well-maintained, multi-purpose venue near Sheung Shui Club, hosting Lunar New Year flower markets. Reviews highlight its convenience, making it a versatile recreational space for sports and events.",Sheung Shui
90,97,127,203,Tin Cheung House Children's Playground,22.5039833,114.1317184,3.0,1,Newly built small playground,2,Not available via Google Places API,No facility details,"Tin Cheung House Children¡¦s Playground in Sheung Shui is a newly built, small park with no specific facilities noted. Reviews highlight its simplicity, making it a functional recreational space for young children in the community.",Sheung Shui
91,98,130,206,Po Wing Road Sports Centre,22.4971579,114.1284529,4.2,782,Good selection of sports facilities available for hire. All are available for hire at regular or discount rates by HK citizens. One standout aspect is their provision of American pool tables which are a rarity among Hong Kong. Definitely recommend for people in the area to visit and join in on the physical activities; good place for resting n playing for children....make them exploring mindl n train their skill.....just for play n climb or maybe rolling; Well maintained and clean sport centre. I played table tennis over there and the courts are pretty good. Each court is on its own area separated by tall nets!,3,Not available via Google Places API,No facility details,"Po Wing Road Sports Centre in Sheung Shui offers a good selection of sports facilities, including rare American pool tables, available for hire. Reviews highlight its well-maintained courts and suitability for kids, making it a versatile recreational space for sports and play.",Sheung Shui
92,99,132,208,Lung Sum Avenue Sports Centre,22.5050106,114.1306305,3.9,499,Great place to play basketball there; Great for indoor activities like badminton basketball  volleyball  and table-tennis ??; Totally 3 treadmills......2 are out of order.....,3,Not available via Google Places API,No facility details,"Lung Sum Avenue Sports Centre in Sheung Shui is a great indoor facility for basketball, badminton, volleyball, and table tennis, though some treadmills are out of order. Reviews highlight its suitability for sports, making it a popular recreational space for indoor activities.",Sheung Shui
93,100,139,216,Tai Ping Estate Children's Playground,22.4977601,114.1263432,,0,,0,Not available via Google Places API,No facility details,"Tai Ping Estate Children¡¦s Playground in Sheung Shui is a basic park with no specific facilities or reviews, serving as a simple recreational space. Its minimalistic setup makes it a quiet, functional spot for children in the community.",Sheung Shui
94,101,140,217,Ping Hay House Playgroup,22.4974189,114.1262646,,0,,3,Not available via Google Places API,No facility details,"Ping Hay House Playgroup in Sheung Shui is a basic recreational space with no specific facilities or reviews, serving as a simple play area. Its minimalistic setup makes it a quiet, functional spot for young children.",Sheung Shui
95,102,142,219,Kai Leng Playground,22.4941759,114.129161,5.0,2,; ,3,Not available via Google Places API,No facility details,"Kai Leng Playground in Fanling is a basic park with no specific facilities, but reviews praise its fun environment. It serves as a simple, enjoyable recreational space for residents seeking a straightforward place for play.",Sheung Shui
